Id,SalePrice
2658,11.756774167517555
2718,12.009537300179346
2414,12.275483527588467
1989,11.479155224620245
625,12.079852263262037
333,11.410289225671495
1327,11.465664686502196
858,11.867908443366058
95,12.08681078607473
1568,11.98025013542822
2482,12.008664207087596
1364,11.592018213416083
2584,11.915820899887276
818,12.564225898477744
2673,11.928995146219515
2089,11.75026889270395
1297,11.90438420653386
790,11.682194611356055
2616,12.12171567011907
720,12.214912903302112
222,11.859923866330854
557,11.777085851872826
1148,12.183791084194786
2766,12.101531841025755
534,12.086948772781025
1452,11.663396511781714
630,11.712275064131113
2648,11.604509035810596
125,12.009511006856293
1904,11.185287016828813
1670,11.573627541301574
756,11.391572814860904
717,12.334240131225652
1032,11.93570579292329
852,12.259843827940518
1731,12.110835834379822
2639,11.554123785054896
2071,11.37587198310716
1267,11.694667534750216
1851,12.0960186250227
567,11.946164286541435
2439,12.227280972137166
1898,11.829661113890426
647,11.902948134524587
2256,12.32209579397991
979,11.337674867595803
1444,12.30106094246765
2485,11.735299963061887
157,11.703700417235193
88,11.729810049918397
2003,11.60924290574633
186,12.257530673407688
1425,12.381483319650473
2695,11.649106132636318
738,11.562661321762638
395,11.890641141151168
1353,12.097292570573112
1878,11.83272819590534
390,11.984959102225035
1456,12.378675698091998
1103,12.69288340901496
1387,11.702963720375136
2070,11.820363574898398
1199,12.086381356159736
2479,12.104102828974987
501,12.637899549782068
2362,11.523955343448675
1718,12.145300420154738
2188,11.3564804445988
1483,11.926643131274249
2557,11.458223593079097
437,12.784054618980113
2224,12.145997176645986
1628,12.115609492949181
397,11.830056326135646
587,12.162460430699804
971,11.818978242433225
2611,11.941297344156432
1887,11.512058207192688
2399,12.852205989780972
2148,12.199531110204312
304,11.605677293780001
1997,11.673098157419123
2817,11.666556478885454
1431,12.162507591355391
427,12.650820175492148
263,11.682564529700535
598,12.074026728909164
2895,12.338047175759264
687,11.74186699175081
1822,11.77555696541156
2191,11.581045439112074
179,11.660531136137003
1009,12.261853122216904
2010,11.6700955814334
1991,11.780861788852203
1411,11.927036229581503
1721,12.289855754541295
1144,12.15126474003732
593,12.305627317839495
575,12.623841353094173
1249,12.05601668747807
1604,11.767660618445717
1064,13.293416337673884
1923,11.98110029261553
1988,11.475454858072062
2325,12.064890821883205
114,12.232349722803583
2700,12.004701606143833
217,11.789679119192408
343,12.019008213627917
386,12.332569143832941
2005,11.556679563029551
2908,11.844863445192841
1814,12.372118172228994
2446,13.56413771427713
208,11.831672653148877
1679,11.535463262530024
822,12.747581530470779
6,12.153539181171281
1781,12.974843180571442
2397,12.489702754918293
2340,12.606444741696865
1618,12.031452602883853
2843,11.617663058032077
