Id,SalePrice
2658,132322.54785162167
2718,155854.18812077175
2414,214329.06445345934
1989,100740.04869327277
625,170776.4036218958
333,100119.98532509166
1327,105182.54651225697
858,148857.988846627
95,175878.24692091005
1568,164534.77069580284
2482,158225.28472146782
1364,120124.01370711878
2584,146452.88909403904
818,287698.0612862748
2673,161764.0232125202
2089,125259.50941573443
1297,145803.87262361162
790,119047.30534992793
2616,188185.59035216697
720,170910.19320877397
222,147832.10892946494
557,125319.44243854842
1148,189355.18915876775
2766,170055.60298602228
534,187316.0563136333
1452,121990.78868495392
630,118143.11321476211
2648,105100.71941385076
125,160636.31950575465
1904,69329.38142154872
1670,109092.89824740349
756,99757.67469220835
717,188479.63824997668
1032,154768.13070264112
852,210430.0449066116
1731,172433.82061674175
2639,100421.15115504373
2071,95870.69947703453
1267,129073.88924653568
1851,185613.19474834
567,154849.12839768265
2439,207583.66880092042
1898,142892.6551436477
647,161231.79591685033
2256,226130.45692692138
979,88850.95896476913
1444,218267.46356791907
2485,128393.01459358397
157,129095.6051169119
88,118041.44473595358
2003,111374.59755032657
186,192165.32297846023
1425,236964.23899884432
2695,125646.32264494659
738,105536.01192007377
395,156110.59624060825
1353,165126.30975791093
1878,133139.05004626352
390,153378.4876540338
1456,239636.3631440067
1103,319425.4560286714
1387,126143.78781634767
2070,138775.33071445255
1199,178259.22533857924
2479,178280.3228261731
501,309787.6731949005
2362,95241.70077927076
1718,185442.84328959728
2188,92957.22516649538
1483,147575.7023561979
2557,98609.11979936957
437,378992.6333682156
2224,184405.1573461452
1628,173902.1041416257
397,142658.50324823367
587,185978.82117786008
971,129705.71608273932
2611,144287.12806192535
1887,105874.78013845858
2399,365963.37746181485
2148,199114.54269678597
304,124178.6377053414
1997,122721.87159121582
2817,118879.99994531726
1431,189027.3532675451
427,308531.84359670343
263,125049.31887079663
598,168433.60035608636
2895,231892.4183178481
687,136246.69693438645
1822,134337.28909594595
2191,107537.95019249464
179,121398.57241603803
1009,200753.2198780596
2010,127962.22702721061
1991,142781.9379613424
1411,172031.85198504778
1721,214974.51138114394
1144,191220.9189702006
593,225772.49195431825
575,333002.64232583647
1249,167821.42046124383
1604,123413.30081850119
1064,647322.7295151532
1923,149269.92556566192
1988,105477.84507563143
2325,166760.41894876747
114,202110.65682595005
2700,164503.06796489077
217,114812.75155278387
343,161766.06610695337
386,211653.51418027552
2005,108429.67115106438
2908,136243.99955579528
1814,240599.58615487212
2446,660508.1987585971
208,135338.93837752152
1679,113294.79247402566
822,345254.8569023668
6,190038.2820059961
1781,414329.0472667586
2397,265677.4751443017
2340,337506.4045043236
1618,174309.08391099324
2843,122125.78622979314
1061,364783.325990073
2786,125250.27782903658
1935,135668.1561574829
1341,113440.46475993226
521,256052.71352202227
2136,138802.9602244358
996,197629.10787625215
227,140431.0176810163
135,170698.98860858986
1167,158608.61431917927
294,212074.07963963732
1776,198408.40761002662
540,175967.09449993313
1717,183577.51460596686
2303,133932.19297819957
116,172423.227156375
127,130921.94758767955
1371,136074.9637331585
1014,150732.432363865
1507,105722.30124723514
702,118116.49155393535
750,146047.90106554548
261,156083.4058108899
1559,81795.94982469232
577,211653.21578331589
2812,195218.2460884612
2080,162327.00685358155
1368,105710.85668388115
2376,129819.36472029274
659,107144.85031308823
1235,136140.14920605574
332,82923.34447104292
1917,142758.06354084637
2094,248001.70035450757
1460,256275.8781215324
1471,215268.81601832304
1509,127160.89722419232
1922,127613.29256740611
433,576628.7639223455
460,245588.46684312262
1116,234719.50590712592
1137,169983.94727143558
53,174562.7906950569
2354,247195.49716509727
1475,194619.712703738
1761,752831.4480781135
842,143636.131048731
2739,165889.84757436914
2509,152033.98047293833
1007,205628.34226825484
2610,188776.30899910379
1952,94523.45178084662
2719,150117.3723655099
2921,94670.05212141416
1966,136344.0982542829
292,103668.65123718808
1204,181976.38380697553
1829,264051.54005674226
2419,183332.8622462024
391,151035.95736665028
798,121757.21113364793
481,203036.0677869672
193,178537.10192811862
555,122887.15368914585
899,76674.67509170278
2357,181983.78569176054
328,122858.92717521223
1356,112324.17899640126
1154,114713.5578893462
1730,173778.0727539939
2249,162416.60641437708
1119,264301.10659379076
2856,138482.2588448444
1394,130935.40436053224
2587,135099.42478599728
61,310713.73424276605
2661,161327.2190730638
2711,134614.8994181009
1147,168097.7779632287
757,132517.89399532197
2623,105073.7898319671
2378,142172.08988762595
1413,149906.50033268298
1722,209965.51575357685
1112,207339.2402109052
1623,190895.26462929483
1201,184309.48245229863
1513,115206.87563237661
